"","entityIso","entityName.x","dataYear","Active mobile-broadband subscriptions per 100 people","Data and voice mobile-broadband subscriptions per 100 people","Fixed-broadband subscriptions per 100 people","At least 3G %","At least LTE/WiMAX %","Active mobile-broadband subscriptions count","At least 2G %","256 kbit/s to less than 2 Mbit/s count","256 kbit/s to less than 2 Mbit/s % fixed broadband subscriptions","256 kbit/s to less than 2 Mbit/s per 100 people","2 Mbit/s to less than 10 Mbit/s count","2 Mbit/s to less than 10 Mbit/s per 100 people","Fixed-broadband subscriptions count","Equal to or above 10 Mbit/s count","Equal to or above 10 Mbit/s per 100 people","Satellite broadband count","Terrestrial fixed wireless count","Fibre-to-the-home/building count","Other fixed broadband count","Households with Internet access at home %","DSL  count","Data and voice mobile-broadband subscriptions count","Data-only mobile-broadband subscriptions count","Active subscriptions to LTE/WiMAX mobile-broadband networks count","Cable modem count","10 Mbit/s to less than 30 Mbit/s count","30 Mbit/s to less than 100 Mbit/s count","Equal to or above 100 Mbit/s count","Equal to or above 10 Mbit/s % fixed broadband subscriptions","2 Mbit/s to less than 10 Mbit/s % fixed broadband subscriptions","At least 5G %","entityName.y","Female %","Male %","Individuals using the Internet %","entityName","Full-time equivalent telecommunication employees  per 1000 main lines","Annual foreign investment in telecommunications LCU","Full-time equivalent telecommunication employees  count","Full-time equivalent telecommunication employees  female","Revenue from all telecommunication services USD","Annual investment in telecommunication services USD","Revenue from all telecommunication services per employee","Annual investment in telecommunication services As % of revenues","Individuals with basic ICT skills in safety","Individuals with above basic ICT skills in safety","Individuals with basic ICT skills in information and data literacy","Individuals with above basic ICT skills in information and data literacy","Individuals with basic ICT skills in digital content creation","Individuals with above basic ICT skills in digital content creation","Individuals with basic skills in communication and collaboration","Individuals with above basic ICT skills in communication and collaboration","Individuals with basic ICT skills in problem solving","Individuals with above basic ICT skills in problem solving"
"802","SHN","St. Helena",2021,NA,NA,18.5529,97,97,NA,98,NA,NA,NA,NA,NA,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"803","SDN","Sudan",2021,39.8905,31.6781,0.0632992,78.6,35,19174100,90.4,13996,46.0001,0.0291177,15213,0.0316496,30426,1217,0.00253189,281,NA,2827,NA,NA,26155,15226700,8504580,2580500,NA,NA,NA,NA,3.99987,50,0,NA,NA,NA,NA,"Sudan",NA,NA,NA,NA,605732000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"804","SUR","Suriname",2021,127.033,77.7226,19.9,92,87,784933,100,10,0.00813266,0.0016184,33646,5.44525,122961,89305,14.4531,NA,14809,35064,NA,82.8982,72796,480245,7748,63441,NA,NA,NA,NA,72.6287,27.3956,NA,"Suriname",NA,NA,76.572,"Suriname",7.68481,NA,922,377,141274000,NA,153225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"805","SWE","Sweden",2021,127.242,113.58,40.8351,100,100,13253700,100,10170,0.2391,0.097637,86173,0.827303,4253440,4157100,39.9102,176,7282,3319470,6124,90.7295,231108,11830700,1423040,12664600,689286,250023,183094,3723980,97.7349,2.48414,20.47,"Sweden",94.4813,94.8558,94.6703,"Sweden",14.2672,NA,17992,5936,5740850000,1751980000,319078,30.5178,3.22311,90.8729,8.88843,79.9903,12.0734,66.1602,11.0112,79.6056,6.67028,85.1356
"806","CHE","Switzerland",2021,100.878,92.3823,47.9433,100,100,8783430,100,4146,0.0993188,0.0476167,34161,0.392338,4174440,4130470,47.4383,1674,0,1077070,3987,96.1761,2035040,8043750,739684,NA,1056670,202002,563002,3365460,98.9467,0.416771,100,"Switzerland",94.895,96.2571,95.5694,"Switzerland",7.8382,NA,23560.5,NA,14305500000,3065850000,607183,21.4312,22.1569,61.6277,9.13259,82.0132,25.6618,56.66,5.23392,89.1542,23.8513,62.8801
"807","SYR","Syrian Arab Republic",2021,17.1745,NA,7.28563,97,42,3714650,97.5,1467600,93.1338,6.78538,107306,0.496125,1575800,892,0.00412412,22,NA,NA,2407,NA,1564660,NA,NA,3714650,NA,892,NA,NA,0.0566063,6.80684,0,NA,NA,NA,NA,"Syrian Arab Republic",8.12039,NA,22909,6482,598377000,NA,26119.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"808","TWN","Taiwan, Province of China",2021,118.4,115.695,26.9254,100,99.95,27893100,100,30415,0.479493,0.129105,434966,1.84634,6343160,5877780,24.9499,322,0,4002950,1328,89.2991,353804,27255900,637164,27893100,1984760,1069800,1353530,3454450,92.6633,6.85759,84.96,"Taiwan, Province of China",NA,NA,87.604,"Taiwan, Province of China",4.08122,2.7042e+10,51158,19804,9866820000,2432810000,192869,24.6565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"809","TJK","Tajikistan",2021,34.2952,NA,0.495991,90,80,3418180,90,NA,NA,NA,NA,NA,49435,NA,NA,NA,NA,NA,NA,39.4468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tajikistan",NA,NA,49.8409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"810","TZA","Tanzania",2021,18.5068,NA,NA,85,13,11627900,95,NA,NA,NA,NA,NA,NA,NA,NA,33648,213429,335709,635246,NA,NA,NA,NA,NA,25015,NA,NA,NA,NA,NA,0,"Tanzania",NA,NA,19.0314,"Tanzania",51.0204,NA,3665,1312,729966000,160310000,199172,21.9613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"811","THA","Thailand",2021,111.736,NA,17.3169,98.8,98.1,80145000,98.8,182333,1.46795,0.254203,237221,0.330726,12420900,12001400,16.732,NA,NA,10832500,NA,88.6913,1588460,NA,NA,NA,NA,155038,218068,11628300,96.6222,0.990379,75.7,"Thailand",84.2707,86.3296,85.2696,"Thailand",NA,NA,NA,NA,12980100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"812","TLS","Timor-Leste",2021,29.6895,NA,0.0101471,96.5,45,400850,96.5,NA,NA,NA,NA,NA,137,NA,NA,NA,NA,938,NA,NA,408,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Timor-Leste",NA,NA,35.042,"Timor-Leste",NA,NA,NA,NA,73918300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"813","TGO","Togo",2021,33.3584,NA,0.749326,97,83,2961690,98,9,0.0135281,0.00010137,3088,0.0347811,66528,63431,0.714443,NA,2574,57195,272,43.1748,6487,NA,NA,873113,NA,27057,35813,561,95.3448,NA,NA,"Togo",NA,NA,30.3384,"Togo",26.4003,NA,1438,425,401950000,74020700,279520,18.4154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"814","TON","Tonga",2021,60.9802,NA,6.45748,99,96,64328,99,NA,NA,NA,NA,NA,6812,NA,NA,NA,NA,NA,NA,33.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Tonga",NA,NA,57.5486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"815","TTO","Trinidad and Tobago",2021,41.378,41.378,24.9299,100,75,615587,100,5389,1.453,0.362233,38753,2.60486,370887,326745,21.9628,NA,59570,141046,NA,80.6,9169,615587,0,615857,161102,42769,87569,NA,88.0983,17.3361,0,"Trinidad and Tobago",NA,NA,84.3658,"Trinidad and Tobago",9.2873,NA,3171,1546,745190000,69465400,235002,9.32183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"816","TUN","Tunisia",2021,81.7902,77.9591,12.422,99,95,9854590,99,5739,0.383447,0.047632,545123,4.52436,1496690,945823,7.85005,125,416878,98572,2218,60.2365,978892,9393000,461591,7870000,0,669047,273925,2851,63.1945,36.4226,0,"Tunisia",NA,NA,68.3155,"Tunisia",6.1389,1.7e+08,10185,4391,1269430000,187871000,124637,14.7997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"817","TUR","Türkiye",2021,80.7844,80.2686,20.9211,98.81,96.83,70029000,99.75,10369,0.0571744,0.0119615,1770960,2.04295,18135700,16354400,18.8662,15096,NA,4840910,519968,91.9753,11386100,69581800,447196,61885000,1373650,13307500,2992190,54725,90.1778,9.76502,0,"Türkiye",76.3604,86.4711,81.4084,"Türkiye",2.34898,NA,28916,6979,10437500000,2462060000,360960,23.5886,11.5221,3.47062,12.0103,56.1295,17.3906,25.4677,15.2675,62.1598,13.8669,48.1278
"818","TKM","Turkmenistan",2021,40.2282,NA,4.08263,75.8,67,2853000,97.87,141563,48.892,1.99608,146594,2.06702,289542,1385,0.0195289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.478342,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"819","TUV","Tuvalu",2021,NA,NA,4.41436,48,25,NA,50,NA,NA,NA,NA,NA,450,NA,NA,NA,NA,NA,NA,54.6352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Tuvalu",NA,NA,73.3124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"820","UGA","Uganda",2021,52.0886,51.6819,0.0838842,85,31,23914400,98,23089,59.9527,0.0502909,9620,0.0209536,38512,5772,0.0125722,246,30785,2711,NA,49.4743,1115,23727600,186711,NA,NA,5772,NA,NA,14.9875,24.9994,0,"Uganda",NA,NA,10,"Uganda",15.454,NA,1624,855,1262590000,NA,777458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"821","ARE","United Arab Emirates",2021,230.732,199.205,36.5005,100,99.83,22586400,100,40296,1.12777,0.411644,129076,1.31858,3573060,3403680,34.7703,345,130,3542380,NA,99.9,30197,19500300,3086130,9916370,NA,588405,459980,2355300,95.2597,3.61248,90.74,"United Arab Emirates",100,100,100,"United Arab Emirates",2.67144,5301170000,5992,1562,8094750000,1920350000,1350930,23.7235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"822","GBR","United Kingdom",2021,125.279,117.887,41.1135,99.9,99.9,84775000,99.9,0,0,0,311000,0.459591,27821000,27510000,40.6539,25000,NA,2048000,NA,96.2807,20392000,79773000,5002000,NA,5355000,3108000,17123000,7279000,98.8821,1.09236,46,"United Kingdom",NA,NA,96.1965,"United Kingdom",NA,NA,NA,NA,42730700000,9889080000,NA,23.1428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"823","USA","United States",2021,164.246,NA,37.0074,99.9,99.9,558700000,99.9,1221000,0.969933,0.358947,4881000,1.43491,125885000,119783000,35.2136,1873000,2898000,26485000,488000,94.3524,16891000,NA,NA,478743000,77250000,13759000,17445000,88579000,95.1527,4.0108,94,"United States",NA,NA,91.2684,"United States",6.81273,NA,662300,NA,6.64482e+11,8.8006e+10,1003290,13.2443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"824","URY","Uruguay",2021,110.039,NA,32.5451,92.3,92.3,3737690,92.7,749,0.0677547,0.0220508,208169,6.12857,1105460,896540,26.3945,NA,9730,894167,71075,83.2009,130486,NA,NA,NA,0,NA,NA,NA,81.1012,18.831,NA,"Uruguay",NA,NA,87.6444,"Uruguay",5.78344,NA,7154,3287,1086880000,NA,151926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"825","UZB","Uzbekistan",2021,104.985,80.4344,21.8944,95,75,35950600,99.4,65316,0.871175,0.190739,5095440,14.8799,7497460,2336700,6.82374,0,382506,4326550,0,95.05,2788400,27543700,8406900,14560900,0,588848,1159000,588849,31.1666,67.9623,10,"Uzbekistan",72.5694,80.6333,76.5904,"Uzbekistan",5.3432,1.7915e+12,30812,9986,1127040000,369316000,36578,32.7686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"826","VUT","Vanuatu",2021,297.476,NA,1.03214,70,70,909883,90,1130,35.7935,0.36944,1054,0.344593,3157,973,0.318111,156,1286,1423,NA,59.0907,NA,NA,909883,NA,NA,NA,NA,NA,30.8204,33.3861,0,"Vanuatu",NA,NA,45.6772,"Vanuatu",NA,NA,NA,NA,40272000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827","VEN","Venezuela",2021,48.6555,45.4768,9.24244,82,65,13739200,92,881154,33.7625,3.12047,1610150,5.70209,2609860,118562,0.419869,28,31929,145046,2879,NA,2183950,12841700,897582,226363,224488,85750,26105,6707,4.54284,62.6138,0,NA,NA,NA,NA,"Venezuela",6.41121,0,20660,7343,NA,NA,NA,22.0043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"828","VNM","Viet Nam",2021,86.5427,80.0633,19.5362,99.8,99.7,85621100,99.8,9153,0.0473557,0.00925152,69543,0.0702915,19328200,19249500,19.4567,71,657,18463900,20639,80.99,48991,79210700,6410380,83234200,793951,67963,15702300,3479190,99.5928,0.359801,0,"Viet Nam",71.4934,76.9435,74.21,"Viet Nam",25.8713,3e+08,80783,24325,5634030000,936235000,69742.8,16.6175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"829","YEM","Yemen",2021,19.5105,NA,1.09217,62,0,7246240,91.8,139207,34.3183,0.374815,264062,0.710986,405635,1043,0.00280828,NA,NA,1043,NA,29.6361,401003,NA,NA,0,NA,NA,NA,NA,0.257128,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"830","ZMB","Zambia",2021,52.8344,NA,0.411108,95.5,91.2,10357400,97.1,18548,23.0147,0.0946152,59894,0.305525,80592,2150,0.0109674,216,650,6463,73183,47.6668,96,NA,NA,NA,NA,1886,144,120,2.66776,74.3176,0,NA,NA,NA,NA,"Zambia",25.9281,NA,1709,507,553109000,148562000,323645,26.8594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"831","ZWE","Zimbabwe",2021,59.0679,49.736,1.29981,84.31,39.12,9331090,93.54,100294,48.8446,0.634884,82456,0.521966,205333,22583,0.142956,2653,16185,62004,12790,55.613,111701,7856900,1474190,1286070,NA,NA,NA,NA,10.9982,40.1572,NA,"Zimbabwe",NA,NA,37.0967,"Zimbabwe",19.1767,NA,4668,1579,NA,NA,NA,7.0328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"832","UKR","Ukraine",2021,80.1196,NA,18.2678,91.6,91.6,33184500,99.9,62159,0.821526,0.150075,NA,NA,7566290,7504130,18.1177,3469,90759,6382760,246273,82.6755,566136,NA,NA,25573900,276891,1023970,4517410,1962740,99.1785,NA,0,"Ukraine",76.8126,82.0031,79.2183,"Ukraine",21.9276,1982500000,50056,18655,2969310000,430936000,59319.7,14.513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"833","VAT","Vatican",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.0478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vatican",NA,NA,77.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"834","TUV","Tuvalu",2020,NA,NA,NA,48,20,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tuvalu",NA,NA,61.0265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"835","SHN","St. Helena",2019,NA,NA,NA,97,97,NA,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"836","TCA","Turks & Caicos Is.",2019,NA,NA,NA,95,95,NA,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"837","SHN","St. Helena",2020,NA,NA,NA,97,97,NA,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"838","TCA","Turks & Caicos Is.",2020,NA,NA,NA,95,95,NA,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"839","MNP","Northern Marianas",2019,NA,NA,NA,34.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"840","MYT","Mayotte",2019,NA,NA,NA,66.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"841","VIR","Virgin Islands (US)",2019,NA,NA,NA,80.13,71.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"842","GUF","French Guiana",2019,NA,NA,NA,85.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"843","PLW","Palau",2019,NA,NA,NA,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"844","ASM","American Samoa",2019,NA,NA,NA,92.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"845","MNP","Northern Marianas",2020,NA,NA,NA,34.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"846","MYT","Mayotte",2020,NA,NA,NA,66.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"847","VIR","Virgin Islands (US)",2020,NA,NA,NA,80.13,71.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"848","GUF","French Guiana",2020,NA,NA,NA,85.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"849","PLW","Palau",2020,NA,NA,NA,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"850","ASM","American Samoa",2020,NA,NA,NA,92.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"851","CYP","Cyprus",2021,78.0589,73.1169,36.6502,99.93,99.91,725792,99.98,708,0.207762,0.0761454,4574,0.491934,340774,335492,36.0822,14,NA,71156,NA,93.4091,191950,679841,45951,NA,77654,138143,85785,111564,98.45,1.34224,96.3,"Cyprus",90.4551,91.0784,90.7595,"Cyprus",8.94343,NA,2724,878,634019000,138371000,232753,21.8245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"852","SRB","Serbia",2021,105.077,95.233,26.4794,99.45,98.64,7142190,99.73,2824,0.156903,0.0415471,48769,0.717497,1799830,1748240,25.7204,0,96624,351210,10240,81.5077,537924,6473090,669104,5237260,803669,574373,518480,655388,97.1335,2.70964,0,"Serbia",78.7878,83.6277,81.1659,"Serbia",5.48051,NA,13922,6060,2220970000,636082000,159530,28.6398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"853","OMN","Oman",2021,112.592,91.5204,11.5853,100,99,5097550,100,2127,0.405515,0.0469801,291092,6.4295,524518,231299,5.10882,656,196735,184593,740,95.5805,141997,4143540,954010,NA,NA,NA,NA,44534,44.0974,55.497,44.09,"Oman",NA,NA,95.2388,"Oman",6.58026,NA,3765,734,2017050000,452505000,535737,22.434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"854","BDI","Burundi",2022,7.66161,0,0.0300651,50.6,32.18,1020610,96.8,2788,69.613,0.0209292,879,0.00659856,4005,176,0.00132121,44,0,171,0,NA,22,0,1020610,408678,0,147,19,5,4.39451,NA,0,"Burundi",NA,NA,11.0009,"Burundi",77.6914,0,1159,251,112788000,3205090,97315.1,2.84169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"855","COM","Comoros",2022,61.7177,54.4618,0.219375,87,85,514842,92,491,26.8306,0.0588596,355,0.0425564,1830,984,0.117959,44,NA,825,567,42.9,233,454314,60528,NA,NA,NA,NA,NA,53.7705,NA,NA,"Comoros",NA,NA,32.7685,"Comoros",16.5536,NA,122,NA,55796000,1798010,457344,3.22246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"856","DJI","Djibouti",2022,35.0968,NA,1.41246,90,76,399084,90,9701,60.401,0.853138,5366,0.471904,16061,994,0.0874157,NA,NA,398,358,70.3187,15305,NA,NA,NA,NA,729,234,31,6.1889,NA,0,"Djibouti",NA,NA,63.2573,"Djibouti",83.7063,0,2338,644,179388000,15259100,76727.1,8.5062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"857","ERI","Eritrea",2022,29.1745,NA,0.165393,40,0,994689,86,NA,NA,NA,NA,NA,5639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eritrea",NA,NA,18.7092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"858","ETH","Ethiopia",2022,26.4786,NA,0.451577,98.53,33,33200000,99.1,1880,0.332035,0.00149939,534569,0.426344,566206,29757,0.0237326,514,14728,108271,NA,NA,442693,NA,NA,422986,NA,23316,4923,1518,5.25551,NA,0,NA,NA,NA,NA,"Ethiopia",47.2072,17425600000,40700,5126,1465410000,497129000,36005.2,33.9242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"859","KEN","Kenya",2022,58.7779,24.0447,1.47647,98,97,31888500,98,12873,1.60707,0.023728,476023,0.877422,801021,312125,0.57532,703,199569,405467,777,NA,796,13044800,15315800,20827000,193709,272871,34850,4404,38.9659,NA,0.6,"Kenya",NA,NA,NA,"Kenya",166.796,NA,10526,4547,3060530000,554766000,290759,18.1265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"860","MDG","Madagascar",2022,23.4293,NA,0.10749,67.23,27.32,7131230,88.2,811,2.47883,0.0026645,7857,0.0258138,32717,24049,0.0790117,9,86,24287,7641,21.5055,140,NA,4895950,NA,0,3692,2569,17788,73.5061,NA,6,"Madagascar",NA,NA,18.5532,"Madagascar",59.0061,NA,2320,835,368788000,186561000,158960,50.5877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"861","MWI","Malawi",2022,38.039,35.4221,0.072406,85.9,70.2,7824150,87.9,5410,36.3258,0.0263021,7964,0.038719,14893,1519,0.007385,NA,13404,1489,NA,16.431,NA,7285870,538274,1707050,NA,525,502,492,10.1994,NA,0,"Malawi",NA,NA,17.0457,"Malawi",100.783,NA,953,440,440374000,33869100,462093,7.69099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"862","MUS","Mauritius",2022,119.471,118.742,26.1964,99,99,1524600,99,57900,17.3198,4.53716,300,0.0235086,334300,276100,21.6357,NA,NA,276400,NA,75.05,NA,1515300,9300,405803,NA,217600,46100,12400,82.5905,NA,33,"Mauritius",NA,NA,75.5,"Mauritius",4.97728,NA,2300,1000,234418000,NA,101921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"863","MOZ","Mozambique",2022,23.3853,23.3159,0.197785,85,60,7636760,87,6383,9.88249,0.019546,35294,0.108077,64589,22912,0.0701612,NA,8900,5307,496,10.5752,25879,7614100,22654,5100230,24007,22912,NA,NA,35.4735,NA,5,"Mozambique",NA,NA,18.7913,"Mozambique",122.352,NA,3558,924,556800000,94242000,156492,16.9257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"864","RWA","Rwanda",2022,60.6506,NA,0.349952,98.76,98.76,8279430,98.76,1604,3.35762,0.01175,4772,0.0349571,47772,41396,0.303245,32,4252,43390,NA,34.6134,98,NA,NA,325236,NA,33660,6954,782,86.6533,NA,0,"Rwanda",NA,NA,31.2252,"Rwanda",205.965,NA,2127,788,309317000,60513000,145424,19.5634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"865","SYC","Seychelles",2022,84.6696,NA,29.8314,99,99,106279,99,7927,21.1697,6.31523,8982,7.15572,37445,20536,16.3605,NA,14154,18013,NA,67.7603,2129,NA,NA,NA,3149,NA,NA,NA,54.8431,NA,NA,"Seychelles",NA,NA,87.0353,"Seychelles",22.179,NA,422,179,104924000,18143700,248635,17.2922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
